player_id,season,GW,pred_xgb,actual,pred_lstm
76.0,2022-23,6,1.847581,6,1.3214681
76.0,2022-23,7,1.0980403,0,1.2952367
76.0,2022-23,8,1.187538,2,0.9062903
76.0,2022-23,9,1.2820029,6,0.93135136
76.0,2022-23,10,1.4573321,2,0.8753182
76.0,2022-23,11,1.2677261,8,1.1646312
76.0,2022-23,12,1.844202,5,1.1997367
76.0,2022-23,13,1.1952152,2,1.4786879
76.0,2022-23,14,2.208103,6,1.511098
76.0,2022-23,15,1.2197902,2,1.4584533
76.0,2022-23,16,3.0992146,7,1.8234153
76.0,2022-23,17,4.212955,6,1.8557779
76.0,2022-23,18,3.8001184,6,2.1213706
76.0,2022-23,19,2.6962636,6,1.876654
76.0,2022-23,20,3.2313075,6,1.7556044
76.0,2022-23,21,3.849033,6,2.2225258
76.0,2022-23,22,4.419349,2,2.128128
76.0,2022-23,23,4.1494637,2,3.236853
76.0,2022-23,24,2.82168,1,2.876628
76.0,2022-23,25,0.20521851,0,1.9973385
76.0,2022-23,26,0.30952588,0,0.8885575
76.0,2022-23,27,3.8557277,2,0.2575211
76.0,2022-23,28,2.8979003,2,0.54673946
76.0,2022-23,29,2.1510684,6,0.77973866
76.0,2022-23,29,2.1510684,6,2.889803
76.0,2022-23,29,3.1043386,5,0.77973866
76.0,2022-23,29,3.1043386,5,2.889803
76.0,2022-23,30,2.223595,2,2.086515
76.0,2022-23,31,2.8910613,0,1.783882
76.0,2022-23,32,4.1503706,8,2.4680233
76.0,2022-23,33,2.8521278,2,1.4816661
76.0,2022-23,34,3.872158,2,0.90661675
76.0,2022-23,35,3.2001169,-2,1.5622952
76.0,2022-23,36,3.1601634,1,2.0282218
76.0,2022-23,36,3.1601634,1,1.1331621
76.0,2022-23,36,2.3406174,1,2.0282218
76.0,2022-23,36,2.3406174,1,1.1331621
76.0,2022-23,37,2.0499542,6,0.48668736
76.0,2022-23,38,3.4663687,2,0.47627145
332.0,2022-23,6,0.3729493,1,0.29955244
332.0,2022-23,7,0.07604472,0,0.30370528
332.0,2022-23,8,0.07604472,0,0.2793014
332.0,2022-23,9,1.0061626,1,0.26234517
332.0,2022-23,10,0.7365904,1,0.62752956
332.0,2022-23,11,0.020242661,0,0.69790214
332.0,2022-23,12,0.059366908,0,0.4659832
332.0,2022-23,13,0.01378989,0,0.35617697
332.0,2022-23,14,-0.06823758,0,0.3147664
332.0,2022-23,15,-0.07092128,0,0.25928894
332.0,2022-23,16,-0.025379613,0,0.23817548
332.0,2022-23,17,1.3165992,2,0.2375561
332.0,2022-23,18,1.9657199,2,0.78073484
332.0,2022-23,19,1.280198,1,1.0861287
332.0,2022-23,20,1.2629869,0,0.9883654
332.0,2022-23,21,0.1364073,0,0.8219276
332.0,2022-23,22,2.009442,-1,0.55325884
332.0,2022-23,23,2.7672842,7,0.8744011
332.0,2022-23,24,0.010912975,0,1.9071798
332.0,2022-23,25,3.2699556,6,1.1679409
332.0,2022-23,26,0.10945229,0,1.6740638
332.0,2022-23,27,0.5845012,0,0.7224975
332.0,2022-23,28,0.70764846,0,0.35243744
332.0,2022-23,29,1.4796225,5,0.26243296
332.0,2022-23,30,0.0840892,0,1.3514694
332.0,2022-23,31,0.016798107,0,0.75296116
332.0,2022-23,32,0.048101943,0,0.43435493
332.0,2022-23,33,1.0731952,10,0.33127022
332.0,2022-23,34,-0.17703623,0,0.23125127
332.0,2022-23,35,0.073185466,0,0.42048767
332.0,2022-23,36,0.073185466,0,0.44976497
332.0,2022-23,37,-0.10720802,0,0.29267147
332.0,2022-23,38,1.6103635,0,0.16830693
445.0,2022-23,27,2.494158,4,0.8925683
445.0,2022-23,28,2.0030417,1,1.2485579
445.0,2022-23,29,2.6035037,2,1.0818018
445.0,2022-23,29,2.6035037,2,0.7564466
445.0,2022-23,29,3.900972,0,1.0818018
445.0,2022-23,29,3.900972,0,0.7564466
445.0,2022-23,30,4.0142517,1,0.84327483
445.0,2022-23,31,3.2848392,1,0.68670124
445.0,2022-23,32,2.3061337,1,1.3675655
445.0,2022-23,33,1.8631386,1,1.8088367
445.0,2022-23,34,1.7809995,0,1.6202515
445.0,2022-23,35,3.4201581,1,1.1065731
445.0,2022-23,36,2.1724446,1,1.4594446
445.0,2022-23,37,1.6669776,9,1.5454174
445.0,2022-23,38,4.068494,0,2.4172184
448.0,2022-23,6,1.9141384,1,1.4181315
448.0,2022-23,7,0.30658332,0,0.58032733
448.0,2022-23,8,0.54497814,2,0.72049034
448.0,2022-23,9,0.86222047,1,0.8227946
448.0,2022-23,10,0.4251904,1,0.6933269
448.0,2022-23,11,1.1742821,8,0.46907023
448.0,2022-23,12,1.7832134,1,0.34891298
448.0,2022-23,13,2.416356,1,1.2274007
448.0,2022-23,14,1.3082234,4,1.2561765
448.0,2022-23,15,1.5601155,1,1.9508344
448.0,2022-23,16,7.3189483,1,1.2049097
448.0,2022-23,17,3.66572,1,1.465628
448.0,2022-23,18,5.979382,1,2.0172713
448.0,2022-23,19,5.608243,10,1.9499127
448.0,2022-23,20,3.8781776,1,2.8278675
448.0,2022-23,20,3.8781776,1,2.2549574
448.0,2022-23,20,1.6474377,1,2.8278675
448.0,2022-23,20,1.6474377,1,2.2549574
448.0,2022-23,21,3.436319,6,1.5990807
448.0,2022-23,22,3.3526955,5,1.0662066
448.0,2022-23,23,2.5753443,1,1.3518683
448.0,2022-23,24,3.2806642,0,1.8032663
448.0,2022-23,25,-0.07662215,0,2.3926094
448.0,2022-23,26,2.583813,2,1.4995794
448.0,2022-23,27,0.37188593,0,0.8035713
448.0,2022-23,28,2.482227,6,0.92240465
448.0,2022-23,29,2.4298053,2,0.57507265
448.0,2022-23,30,1.8639203,4,1.5495616
448.0,2022-23,31,2.1145198,3,2.3897126
448.0,2022-23,32,2.3962572,-1,1.535576
448.0,2022-23,33,2.2394943,1,2.3581352
448.0,2022-23,34,2.9534683,4,1.923125
448.0,2022-23,35,0.5074387,0,3.8479073
448.0,2022-23,36,2.3055463,1,1.6415534
448.0,2022-23,37,1.7754562,1,1.2036165
458.0,2022-23,7,-0.09405442,0,0.68727106
458.0,2022-23,8,0.559825,0,0.5197138
458.0,2022-23,9,0.577998,-1,0.5294775
458.0,2022-23,10,0.8268603,1,0.6304621
458.0,2022-23,11,0.5938479,2,0.7176729
458.0,2022-23,12,0.6175034,6,0.7100817
458.0,2022-23,13,1.4049809,6,0.7349632
458.0,2022-23,14,1.2965279,0,0.82411087
458.0,2022-23,15,1.2464341,1,0.7781049
461.0,2022-23,9,-0.019131549,0,0.2810571
461.0,2022-23,10,-0.020255236,0,0.23055859
461.0,2022-23,11,-0.020255236,0,0.23002309
461.0,2022-23,12,-0.01540138,0,0.22968194
461.0,2022-23,13,-0.020104593,0,0.22945037
461.0,2022-23,14,-0.020104593,0,0.22901273
461.0,2022-23,15,-0.020104593,0,0.22862953
461.0,2022-23,16,-0.020104593,0,0.22834527
461.0,2022-23,17,0.51456183,1,0.22823277
461.0,2022-23,18,0.095211044,0,0.4157549
461.0,2022-23,19,0.095211044,0,0.40170673
461.0,2022-23,20,0.095211044,0,0.34806386
461.0,2022-23,21,0.04516729,0,0.30098718
461.0,2022-23,22,0.04516729,0,0.27178663
461.0,2022-23,23,0.05002286,0,0.22923252
461.0,2022-23,24,0.8483847,1,0.22923252
461.0,2022-23,25,0.12389592,0,0.5555809
461.0,2022-23,26,0.1279896,0,0.46464628
461.0,2022-23,27,1.8677988,1,0.32086465
461.0,2022-23,28,1.2155266,1,0.42464203
461.0,2022-23,29,-0.17007624,0,0.8067971
461.0,2022-23,30,1.1108116,1,0.56816345
461.0,2022-23,31,-0.14192642,0,0.5710493
461.0,2022-23,32,0.061614234,0,0.70556265
461.0,2022-23,33,0.16310614,0,0.6071861
461.0,2022-23,34,1.6049333,1,0.36590272
508.0,2022-23,7,0.057067186,0,0.40059698
508.0,2022-23,8,-0.039805997,0,0.28628397
508.0,2022-23,9,-0.04309773,0,0.27156612
508.0,2022-23,10,-0.013317097,0,0.24545223
508.0,2022-23,11,0.029430073,0,0.24110201
508.0,2022-23,12,0.029430073,0,0.23776987
508.0,2022-23,13,0.41914165,1,0.23545082
508.0,2022-23,14,0.029031008,0,0.30997956
508.0,2022-23,15,0.029031008,0,0.29944223
508.0,2022-23,16,0.029031008,0,0.27224424
508.0,2022-23,17,-0.02025695,0,0.25121012
508.0,2022-23,18,0.92267364,0,0.23725505
508.0,2022-23,19,-0.0010345847,0,0.2572403
508.0,2022-23,20,-0.0010345847,0,0.26898202
508.0,2022-23,21,-0.0010345847,0,0.24632096
508.0,2022-23,22,-0.035508543,0,0.22866532
