name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,season,opponent_name,opponent_short_name,opponent_code,opponent_strength,opponent_strength_overall_home,opponent_strength_overall_away,opponent_strength_attack_home,opponent_strength_attack_away,opponent_strength_defence_home,opponent_strength_defence_away,us_shots,us_id,us_season,us_roster_id,us_key_passes,us_npg,us_npxG,us_xGChain,us_xGBuildup,player_id
Nayef Aguerd,DEF,West Ham,2.4,0,0,0,0,0.0,472,0.0,0.0,0.0,0.0,277,0,0,0.0,0.0,2023-05-03T19:00:00Z,0,13,0,0,0,0,34,0,49554,0,0,3,0.0,0,3063,6257,3194,48,False,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6935.0
Manor Solomon,MID,Fulham,0.5,0,0,6,0,1.0,562,0.01,0.05,0.04,0.0,336,0,0,0.6,3.2,2023-04-30T13:00:00Z,14,13,0,0,0,0,34,0,17903,0,2,1,2.0,1,-2261,214,2475,49,True,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,1.0,18537.0,2022.0,593078.0,0.0,0.0,0.0340400300920009,0.0,0.0,10716.0
Manor Solomon,MID,Fulham,0.5,0,0,2,0,4.1,562,0.03,0.03,0.0,0.09,276,0,0,0.5,0.4,2023-05-03T19:00:00Z,11,12,0,0,0,0,34,0,17903,0,0,1,0.0,1,-2261,214,2475,49,False,0,34,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18477.0,2022.0,593962.0,0.0,0.0,0.0,0.0975847318768501,0.0975847318768501,10716.0
Kai Havertz,FWD,Chelsea,0.2,0,0,2,0,0.9,145,0.01,0.27,0.26,1.05,331,0,0,6.2,8.6,2023-05-02T19:00:00Z,45,1,0,0,0,0,34,0,357198,0,1,3,52.0,1,-28068,129,28197,74,False,0,34,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,2.0,18532.0,2022.0,593743.0,0.0,0.0,0.1780318766832351,0.4533164799213409,0.4240269064903259,5220.0
Adam Armstrong,FWD,Southampton,-0.2,0,0,2,0,0.0,408,0.0,0.0,0.0,1.67,340,2,0,0.0,0.0,2023-04-30T13:00:00Z,20,15,0,0,0,0,34,0,79738,0,1,3,0.0,1,108,1193,1085,53,False,0,34,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,0.0,18541.0,2022.0,592911.0,0.0,0.0,0.0,0.0,0.0,4419.0
Joe Worrall,DEF,Nott'm Forest,1.2,0,0,15,0,0.4,388,0.01,0.01,0.0,1.63,333,2,0,2.1,19.0,2023-04-29T14:00:00Z,90,4,0,0,0,0,34,0,16012,1,1,2,2.0,1,-368,437,805,42,False,0,34,2022-23,Brentford,BRE,94,3,1115,1180,1100,1160,1130,1200,0.0,18534.0,2022.0,592405.0,0.0,0.0,0.0,0.0331967063248157,0.0331967063248157,10756.0
Danny Welbeck,FWD,Brighton,10.0,1,3,61,0,22.8,103,0.02,0.82,0.8,0.41,334,0,2,19.5,85.2,2023-04-29T14:00:00Z,55,20,0,0,0,0,34,0,140467,1,0,6,87.0,15,24398,28546,4148,65,True,0,34,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,5.0,18535.0,2022.0,592364.0,2.0,2.0,0.8905573487281799,1.943769454956055,0.425060510635376,501.0
Danny Welbeck,FWD,Brighton,10.0,0,0,6,1,23.8,103,0.03,0.18,0.15,1.31,274,0,0,3.8,8.4,2023-05-04T19:00:00Z,74,14,0,0,0,0,34,0,140467,1,0,1,6.0,2,24398,28546,4148,65,True,0,34,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,1.0,18475.0,2022.0,594343.0,2.0,0.0,0.0848811641335487,0.4404165148735046,0.2046166956424713,501.0
Jorge Luiz Frello Filho,MID,Arsenal,1.3,0,0,14,0,7.9,130,0.03,0.03,0.0,0.45,331,1,0,1.6,8.4,2023-05-02T19:00:00Z,85,6,0,0,0,0,34,0,216918,1,1,3,0.0,2,-730,170,900,57,True,0,34,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18532.0,2022.0,593721.0,0.0,0.0,0.0,0.8708747029304504,0.8708747029304504,1389.0
Andreas Hoelgebaum Pereira,MID,Fulham,4.1,0,0,2,0,9.5,346,0.33,0.33,0.0,2.41,336,2,0,0.9,0.0,2023-04-30T13:00:00Z,57,13,0,0,0,0,34,0,1605006,1,2,1,0.0,1,-10498,54262,64760,44,True,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18537.0,2022.0,593074.0,0.0,0.0,0.0,0.3614159822463989,0.3614159822463989,922.0
Rúben Gato Alves Dias,DEF,Man City,7.2,0,0,13,0,0.8,312,0.01,0.01,0.0,0.17,336,1,0,1.7,13.8,2023-04-30T13:00:00Z,90,9,0,0,0,0,34,0,855998,1,2,1,2.0,2,46623,57485,10862,60,False,0,34,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18537.0,2022.0,593083.0,0.0,0.0,0.0,0.211136519908905,0.211136519908905,8961.0
Rúben Gato Alves Dias,DEF,Man City,7.2,0,0,27,1,4.9,312,0.04,0.04,0.0,0.36,277,0,0,2.5,20.4,2023-05-03T19:00:00Z,90,19,0,0,0,0,34,0,855998,1,0,3,0.0,6,46623,57485,10862,60,True,0,34,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18478.0,2022.0,593968.0,0.0,0.0,0.0,1.4774234294891355,1.4774234294891355,8961.0
Oleksandr Zinchenko,DEF,Arsenal,1.1,0,0,16,0,7.8,313,0.07,0.07,0.0,0.41,331,1,0,2.3,15.6,2023-05-02T19:00:00Z,72,6,0,0,0,0,34,0,1251846,1,1,3,0.0,2,-84006,7786,91792,51,True,0,34,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18532.0,2022.0,593720.0,0.0,0.0,0.0,0.476304829120636,0.476304829120636,2958.0
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,445,0.0,0.0,0.0,0.0,338,0,0,0.0,0.0,2023-04-30T15:30:00Z,0,12,0,0,0,0,34,0,201501,0,3,4,0.0,0,-5396,40,5436,48,False,0,34,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7430.0
Daniel Castelo Podence,MID,Wolves,1.0,0,0,3,0,4.7,483,0.14,0.27,0.13,1.47,334,2,0,3.0,6.0,2023-04-29T14:00:00Z,45,5,0,0,0,0,34,0,76383,0,0,6,19.0,1,-1758,328,2086,52,False,0,34,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,1.0,18535.0,2022.0,592382.0,1.0,0.0,0.1301510781049728,0.1301510781049728,0.0,8291.0
Michael Olise,MID,Crystal Palace,5.4,1,0,21,0,24.9,171,0.28,0.35,0.07,1.86,335,3,0,7.4,30.6,2023-04-29T11:30:00Z,90,19,0,0,0,0,34,0,212976,1,3,4,18.0,5,-107648,4916,112564,54,True,0,34,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,2.0,18536.0,2022.0,592151.0,1.0,0.0,0.0634568929672241,0.1956778764724731,0.0886671096086502,9948.0
Ollie Watkins,FWD,Aston Villa,5.8,0,0,4,0,10.6,40,0.0,0.0,0.0,1.19,339,1,0,1.4,3.0,2023-04-30T13:00:00Z,90,14,0,0,0,0,34,0,2237586,1,0,1,0.0,2,-385331,47399,432730,77,False,0,34,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,0.0,18540.0,2022.0,592878.0,1.0,0.0,0.0,0.044032871723175,0.0,8865.0
Adam Smith,DEF,Bournemouth,1.3,0,0,14,0,14.7,57,0.23,0.23,0.0,1.67,332,1,0,3.0,15.4,2023-04-30T13:00:00Z,90,11,0,0,0,0,34,0,22265,1,1,4,0.0,1,64,1517,1453,43,True,1,34,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,0.0,18533.0,2022.0,592915.0,1.0,0.0,0.0,0.0,0.0,825.0
Leandro Trossard,MID,Arsenal,2.1,0,0,6,0,33.7,111,0.5,0.5,0.0,0.24,331,0,0,4.8,7.8,2023-05-02T19:00:00Z,58,6,0,0,0,0,34,0,821711,1,1,3,6.0,1,-41001,2903,43904,66,True,0,34,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18532.0,2022.0,593726.0,2.0,0.0,0.0,0.3857540786266327,0.3857540786266327,7698.0
Ben Johnson,DEF,West Ham,-1.0,0,0,2,0,1.1,471,0.01,0.01,0.0,0.9,277,2,0,0.1,0.0,2023-05-03T19:00:00Z,28,13,0,0,0,0,34,0,7504,0,0,3,0.0,0,53,166,113,44,False,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18478.0,2022.0,593993.0,0.0,0.0,0.0,0.0,0.0,6424.0
Nathan Patterson,DEF,Everton,0.6,0,0,3,0,11.2,197,0.01,0.01,0.0,1.84,337,0,0,1.9,8.2,2023-05-01T19:00:00Z,45,10,0,0,0,0,34,0,255670,0,2,2,0.0,1,-2597,1357,3954,39,False,0,34,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,0.0,18538.0,2022.0,593590.0,1.0,0.0,0.0,0.1321672946214676,0.1159913316369056,10292.0
Jacob Murphy,MID,Newcastle,5.7,0,0,8,0,19.8,365,0.01,0.21,0.2,0.83,340,1,0,4.9,10.2,2023-04-30T13:00:00Z,68,17,0,0,0,0,34,0,358819,1,1,3,19.0,2,34177,47786,13609,41,True,0,34,2022-23,Southampton,SOU,20,2,1065,1070,1070,1070,1060,1080,2.0,18541.0,2022.0,592891.0,1.0,0.0,0.0997217893600463,0.6930689215660095,0.5421966314315796,6063.0
Jamie Vardy,FWD,Leicester,3.8,0,0,22,0,11.5,255,0.03,2.14,2.11,3.3,337,2,1,9.2,43.0,2023-05-01T19:00:00Z,90,8,0,0,0,0,34,0,223750,1,2,2,37.0,6,518,2526,2008,91,True,0,34,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,3.0,18538.0,2022.0,593574.0,1.0,1.0,2.1321544647216797,2.2167327404022217,0.0,755.0
Benjamin White,DEF,Arsenal,2.9,0,0,16,0,28.3,10,0.15,0.15,0.0,0.74,331,1,0,4.5,12.4,2023-05-02T19:00:00Z,90,6,0,0,0,0,34,0,1686611,1,1,3,4.0,2,-123072,32004,155076,50,True,0,34,2022-23,Chelsea,CHE,8,3,1165,1220,1190,1220,1140,1220,0.0,18532.0,2022.0,593717.0,2.0,0.0,0.0,0.7250047326087952,0.6645864248275757,7298.0
Konstantinos Tsimikas,DEF,Liverpool,3.0,0,0,23,1,1.6,292,0.01,0.01,0.0,0.44,276,0,0,0.5,3.8,2023-05-03T19:00:00Z,65,9,0,0,0,0,34,0,25454,1,0,1,0.0,6,-289,186,475,43,True,0,34,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18477.0,2022.0,593938.0,0.0,0.0,0.0,0.2035665661096573,0.2035665661096573,8852.0
Antoine Semenyo,FWD,Bournemouth,0.9,0,1,26,0,1.3,714,0.0,0.07,0.07,0.0,332,0,1,5.0,32.0,2023-04-30T13:00:00Z,7,11,0,0,0,0,34,0,2607,0,1,4,17.0,6,102,268,166,50,True,0,34,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,1.0,18533.0,2022.0,592928.0,0.0,1.0,0.0942990779876709,0.0942990779876709,0.0,11363.0
Jacob Ramsey,MID,Aston Villa,5.2,0,0,3,0,1.4,47,0.05,0.11,0.06,1.19,339,1,0,1.4,4.0,2023-04-30T13:00:00Z,90,14,0,0,0,0,34,0,147024,1,0,1,9.0,2,-33016,4394,37410,52,False,0,34,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,1.0,18540.0,2022.0,592877.0,0.0,0.0,0.044032871723175,0.044032871723175,0.0,8941.0
Kieffer Moore,FWD,Bournemouth,-0.1,0,0,-1,0,0.0,62,0.0,0.27,0.27,0.45,332,0,0,0.3,0.0,2023-04-30T13:00:00Z,20,11,0,0,0,0,34,0,87684,0,1,4,4.0,1,2101,3890,1789,49,True,0,34,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,1.0,18533.0,2022.0,592929.0,0.0,0.0,0.4396394193172455,0.4396394193172455,0.0,10743.0
Kaoru Mitoma,MID,Brighton,4.0,0,0,5,0,11.3,124,0.04,0.17,0.13,0.29,334,0,0,2.5,4.0,2023-04-29T14:00:00Z,34,20,0,0,0,0,34,0,3198624,0,0,6,10.0,1,118608,175186,56578,56,True,0,34,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,1.0,18535.0,2022.0,592368.0,1.0,0.0,0.0690216273069381,0.406334638595581,0.2315036505460739,10806.0
Kaoru Mitoma,MID,Brighton,4.0,0,0,4,1,12.7,124,0.05,0.74,0.69,1.38,274,0,0,9.3,13.6,2023-05-04T19:00:00Z,90,14,0,0,0,0,34,0,3198624,1,0,1,67.0,3,118608,175186,56578,56,True,0,34,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,5.0,18475.0,2022.0,594342.0,1.0,0.0,0.6854678392410278,0.8642104268074036,0.0938614308834075,10806.0
Flynn Downes,MID,West Ham,0.2,0,0,3,0,2.4,509,0.01,0.01,0.0,2.32,277,3,0,0.9,6.4,2023-05-03T19:00:00Z,90,13,0,0,0,0,34,0,32584,1,0,3,0.0,1,28,404,376,42,False,1,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18478.0,2022.0,593986.0,0.0,0.0,0.0,0.0,0.0,10845.0
Norberto Murara Neto,GK,Bournemouth,4.1,0,0,20,0,0.0,574,0.01,0.01,0.0,1.67,332,1,0,3.2,31.8,2023-04-30T13:00:00Z,90,11,0,0,0,0,34,5,64089,1,1,4,0.0,3,2536,6796,4260,45,True,0,34,2022-23,Leeds,LEE,2,3,1100,1090,1070,1075,1130,1120,0.0,18533.0,2022.0,592914.0,0.0,0.0,0.0,0.1782688498497009,0.1782688498497009,1297.0
Pedro Lomba Neto,MID,Wolves,1.6,0,0,6,0,27.1,486,0.19,0.27,0.08,2.89,334,6,0,4.7,7.8,2023-04-29T14:00:00Z,82,5,0,0,0,0,34,0,184594,1,0,6,12.0,2,-28,358,386,49,False,0,34,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,2.0,18535.0,2022.0,592379.0,2.0,0.0,0.0677502527832984,0.2817775905132293,0.0194846224039793,6382.0
Issa Diop,DEF,Fulham,-0.1,0,0,12,0,0.4,470,0.0,0.0,0.0,1.68,336,1,0,1.8,18.0,2023-04-30T13:00:00Z,68,13,0,0,0,0,34,0,33019,0,2,1,0.0,2,-1743,475,2218,43,True,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18537.0,2022.0,593077.0,0.0,0.0,0.0,0.0,0.0,3203.0
Issa Diop,DEF,Fulham,-0.1,0,0,14,0,1.1,470,0.01,0.01,0.0,1.73,276,1,0,1.3,12.0,2023-05-03T19:00:00Z,90,12,0,0,0,0,34,0,33019,1,0,1,0.0,2,-1743,475,2218,43,False,0,34,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18477.0,2022.0,593952.0,0.0,0.0,0.0,0.2248999327421188,0.2248999327421188,3203.0
Rico Henry,DEF,Brentford,2.5,0,0,5,0,3.1,85,0.01,0.04,0.03,0.66,333,1,0,0.7,0.0,2023-04-29T14:00:00Z,59,16,0,0,0,0,34,0,348131,1,1,2,4.0,0,-35245,10381,45626,45,True,1,34,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,1.0,18534.0,2022.0,592390.0,0.0,0.0,0.0396287776529789,0.0,0.0,9679.0
Harry Wilson,MID,Fulham,5.2,1,0,19,0,12.1,212,0.03,0.03,0.0,2.59,336,2,0,3.3,18.8,2023-04-30T13:00:00Z,75,13,0,0,0,0,34,0,11989,1,2,1,2.0,5,-3987,219,4206,57,True,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18537.0,2022.0,593073.0,1.0,0.0,0.0,0.3614159822463989,0.0,5596.0
Harry Wilson,MID,Fulham,5.2,0,0,5,0,21.8,212,0.02,0.06,0.04,1.62,276,1,0,3.2,3.0,2023-05-03T19:00:00Z,70,12,0,0,0,0,34,0,11989,1,0,1,7.0,2,-3987,219,4206,57,False,0,34,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,1.0,18477.0,2022.0,593957.0,2.0,0.0,0.042631410062313,0.1249782890081405,0.092452272772789,5596.0
Tim Ream,DEF,Fulham,1.5,0,0,-2,0,0.1,201,0.0,0.0,0.0,0.92,336,1,0,0.0,0.0,2023-04-30T13:00:00Z,21,13,0,0,0,0,34,0,271938,1,2,1,0.0,1,-19027,10078,29105,46,True,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18537.0,2022.0,593068.0,0.0,0.0,0.0,0.0,0.0,7184.0
Joel Ward,DEF,Crystal Palace,3.2,0,0,13,0,2.3,156,0.04,0.06,0.02,1.86,335,3,0,2.6,21.6,2023-04-29T11:30:00Z,90,19,0,0,0,0,34,0,31142,1,3,4,2.0,1,-703,1313,2016,44,True,0,34,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,1.0,18536.0,2022.0,592144.0,0.0,0.0,0.0165747981518507,0.1726896911859512,0.1726896911859512,510.0
Hwang Hee-chan,MID,Wolves,2.4,0,0,3,0,2.0,481,0.0,0.22,0.22,1.39,334,2,0,1.9,7.2,2023-04-29T14:00:00Z,45,5,0,0,0,0,34,0,17485,0,0,6,10.0,1,-302,325,627,57,False,0,34,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,3.0,18535.0,2022.0,592384.0,0.0,0.0,0.1972613930702209,0.1147858351469039,0.0,8845.0
Kevin Schade,MID,Brentford,1.7,0,0,4,0,2.5,688,0.1,0.15,0.05,0.75,333,1,0,2.9,3.6,2023-04-29T14:00:00Z,76,16,0,0,0,0,34,0,712,1,1,2,23.0,2,16,90,74,49,True,0,34,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,1.0,18534.0,2022.0,592396.0,0.0,0.0,0.0266272518783807,0.1323485076427459,0.1057212501764297,9156.0
Thilo Kehrer,DEF,West Ham,1.0,0,0,11,0,0.3,588,0.0,0.0,0.0,2.32,277,3,0,1.1,10.4,2023-05-03T19:00:00Z,90,13,0,0,0,0,34,0,25353,1,0,3,0.0,1,-803,1024,1827,43,False,0,34,2022-23,Man City,MCI,43,5,1350,1360,1340,1340,1360,1380,0.0,18478.0,2022.0,593982.0,0.0,0.0,0.0,0.0,0.0,2674.0
Harvey Elliott,MID,Liverpool,2.0,0,0,6,0,23.7,294,0.21,0.32,0.11,1.24,338,1,0,2.9,1.6,2023-04-30T15:30:00Z,62,18,0,0,0,0,34,0,63014,1,3,4,4.0,2,-1023,369,1392,48,True,0,34,2022-23,Spurs,TOT,6,3,1155,1220,1140,1210,1170,1230,1.0,18539.0,2022.0,593260.0,1.0,0.0,0.0550862178206443,0.7410064935684204,0.685920238494873,7546.0
Harvey Elliott,MID,Liverpool,2.0,0,0,6,0,10.3,294,0.01,0.01,0.0,0.12,276,0,0,1.5,4.6,2023-05-03T19:00:00Z,6,9,0,0,0,0,34,0,63014,0,0,1,0.0,1,-1023,369,1392,48,True,0,34,2022-23,Fulham,FUL,54,3,1095,1100,1070,1065,1120,1140,0.0,18477.0,2022.0,593947.0,1.0,0.0,0.0,0.0788120925426483,0.024821626022458,7546.0
Robin Koch,DEF,Leeds,0.9,0,0,12,0,0.5,230,0.01,0.17,0.16,1.98,332,4,0,5.3,19.8,2023-04-30T13:00:00Z,90,3,0,0,0,0,34,0,19392,1,1,4,33.0,0,-119,1055,1174,45,False,0,34,2022-23,Bournemouth,BOU,91,2,1035,1095,1020,1110,1050,1080,1.0,18533.0,2022.0,592932.0,0.0,0.0,0.0735624358057975,0.0918410718441009,0.0918410718441009,6273.0
Yan Valery,DEF,Southampton,0.0,0,0,0,0,0.0,414,0.0,0.0,0.0,0.0,340,0,0,0.0,0.0,2023-04-30T13:00:00Z,0,15,0,0,0,0,34,0,31069,0,1,3,0.0,0,-95,0,95,40,False,0,34,2022-23,Newcastle,NEW,4,4,1210,1260,1250,1300,1165,1220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7280.0
Michael Keane,DEF,Everton,1.8,0,0,9,0,10.7,180,0.01,0.31,0.3,3.46,337,2,0,4.4,12.8,2023-05-01T19:00:00Z,90,10,0,0,0,0,34,0,58151,1,2,2,20.0,1,-3263,2012,5275,42,False,0,34,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,4.0,18538.0,2022.0,593582.0,1.0,0.0,0.2037883847951889,0.0507822483777999,0.0161759629845619,1653.0
Boubakary Soumaré,MID,Leicester,1.0,0,0,8,0,15.6,269,0.02,0.02,0.0,3.3,337,2,0,3.0,12.4,2023-05-01T19:00:00Z,90,8,0,0,0,0,34,0,36940,1,2,2,2.0,1,-125,75,200,44,True,1,34,2022-23,Everton,EVE,11,3,1055,1095,1070,1100,1040,1090,0.0,18538.0,2022.0,593571.0,1.0,0.0,0.0,0.0318117067217826,0.0160315055400133,6310.0
Kepa Arrizabalaga,GK,Chelsea,2.7,0,0,19,0,0.0,133,0.0,0.0,0.0,2.11,331,3,0,4.8,47.6,2023-05-02T19:00:00Z,90,1,0,0,0,0,34,6,780798,1,1,3,0.0,3,-103438,3659,107097,46,False,0,34,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18532.0,2022.0,593732.0,0.0,0.0,0.0,0.0,0.0,5061.0
Yoane Wissa,MID,Brentford,1.3,0,0,4,0,1.6,89,0.01,0.01,0.0,0.08,333,0,0,0.4,2.4,2023-04-29T14:00:00Z,30,16,0,0,0,0,34,0,23256,0,1,2,0.0,1,-898,514,1412,53,True,0,34,2022-23,Nott'm Forest,NFO,17,3,1050,1100,1065,1100,1030,1105,0.0,18534.0,2022.0,592397.0,0.0,0.0,0.0,0.0,0.0,5786.0
Pierre-Emerick Aubameyang,FWD,Chelsea,0.3,0,0,2,0,0.1,617,0.0,0.0,0.0,1.06,331,3,0,0.0,0.0,2023-05-02T19:00:00Z,45,1,0,0,0,0,34,0,75033,1,1,3,2.0,1,-254,209,463,84,False,0,34,2022-23,Arsenal,ARS,3,4,1245,1285,1250,1250,1240,1320,0.0,18532.0,2022.0,593741.0,0.0,0.0,0.0,0.0,0.0,318.0
Sam Johnstone,GK,Crystal Palace,4.8,0,0,11,0,0.0,175,0.0,0.0,0.0,1.86,335,3,0,0.9,8.8,2023-04-29T11:30:00Z,90,19,0,0,0,0,34,1,112460,1,3,4,0.0,1,-11427,9771,21198,44,True,0,34,2022-23,West Ham,WHU,21,3,1100,1130,1145,1150,1060,1110,0.0,18536.0,2022.0,592143.0,0.0,0.0,0.0,0.0,0.0,978.0
Marcel Sabitzer,MID,Man Utd,4.4,0,0,8,1,25.1,728,0.02,0.08,0.06,0.47,339,0,0,3.2,3.0,2023-04-30T13:00:00Z,85,2,0,0,0,0,34,0,13121,1,0,1,4.0,3,-1929,1585,3514,47,True,0,34,2022-23,Aston Villa,AVL,7,3,1070,1100,1070,1075,1070,1130,1.0,18540.0,2022.0,592860.0,2.0,0.0,0.092219553887844,0.5182109475135803,0.3812804520130157,5248.0
Marcel Sabitzer,MID,Man Utd,4.4,0,0,3,0,0.2,728,0.0,0.04,0.04,1.13,274,1,0,0.3,0.6,2023-05-04T19:00:00Z,14,5,0,0,0,0,34,0,13121,0,0,1,2.0,1,-1929,1585,3514,47,False,0,34,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,1.0,18475.0,2022.0,594358.0,0.0,0.0,0.0422769375145435,0.0422769375145435,0.0,5248.0
Adam Webster,DEF,Brighton,5.6,0,0,28,1,1.0,108,0.01,0.01,0.0,0.7,334,0,0,2.3,21.8,2023-04-29T14:00:00Z,90,20,0,0,0,0,34,0,60284,1,0,6,0.0,6,2675,5448,2773,45,True,0,34,2022-23,Wolves,WOL,39,3,1080,1090,1100,1100,1060,1080,0.0,18535.0,2022.0,592356.0,0.0,0.0,0.0,0.9068292379379272,0.9068292379379272,7699.0
Adam Webster,DEF,Brighton,5.6,0,0,21,1,23.0,108,0.07,0.21,0.14,1.38,274,0,0,6.2,11.6,2023-05-04T19:00:00Z,90,14,0,0,0,0,34,0,60284,1,0,1,27.0,5,2675,5448,2773,45,True,1,34,2022-23,Man Utd,MUN,1,3,1155,1220,1140,1220,1165,1220,2.0,18475.0,2022.0,594336.0,2.0,0.0,0.0667205229401588,0.1805077940225601,0.0983209758996963,7699.0
James Tarkowski,DEF,Everton,1.8,0,0,11,0,0.2,199,0.0,0.04,0.04,3.46,337,2,0,3.5,29.2,2023-05-01T19:00:00Z,90,10,0,0,0,0,34,0,416874,1,2,2,6.0,1,-47415,8536,55951,41,False,0,34,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,1.0,18538.0,2022.0,593581.0,0.0,0.0,0.015712795779109,0.1159913316369056,0.1159913316369056,1665.0
Dominic Calvert-Lewin,FWD,Everton,1.8,0,0,26,0,22.9,191,0.06,2.0,1.94,3.46,337,2,1,17.1,44.8,2023-05-01T19:00:00Z,90,10,0,0,0,0,34,0,31664,1,2,2,103.0,6,234,542,308,79,False,0,34,2022-23,Leicester,LEI,13,3,1130,1115,1065,1110,1200,1120,5.0,18538.0,2022.0,593589.0,2.0,0.0,1.2120579481124878,1.67571759223938,0.5151592493057251,5555.0
Toti António Gomes,DEF,Wolves,2.4,0,0,4,0,0.3,489,0.0,0.1,0.1,1.39,334,2,0,0.8,3.6,2023-04-29T14:00:00Z,45,5,0,0,0,0,34,0,297532,0,0,6,4.0,0,20239,34067,13828,38,False,0,34,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,1.0,18535.0,2022.0,592385.0,0.0,0.0,0.0821325555443763,0.0,0.0,10293.0
Adama Traoré Diarra,MID,Wolves,0.6,0,0,-2,0,0.0,491,0.0,0.0,0.0,0.39,334,0,0,0.0,0.0,2023-04-29T14:00:00Z,7,5,0,0,0,0,34,0,28878,0,0,6,0.0,0,-525,177,702,53,False,1,34,2022-23,Brighton,BHA,36,3,1170,1175,1140,1150,1200,1200,0.0,18535.0,2022.0,592383.0,0.0,0.0,0.0,0.0,0.0,900.0
Eric Dier,DEF,Spurs,0.1,0,0,13,0,0.1,430,0.0,0.0,0.0,2.33,338,4,0,1.7,16.6,2023-04-30T15:30:00Z,90,12,0,0,0,0,34,0,625705,1,3,4,0.0,0,-40062,891,40953,50,False,0,34,2022-23,Liverpool,LIV,14,4,1220,1275,1180,1250,1260,1300,0.0,18539.0,2022.0,593270.0,0.0,0.0,0.0,0.3608338236808777,0.3608338236808777,643.0
