epoch,train_loss,val_mae,val_rmse
1,18.606596779476586,2.0876567363739014,3.613437100735149
2,11.429144950683959,2.6027660369873047,3.2046880118501235
3,10.518573772407578,2.3664052486419678,3.1638914462347043
4,10.361234299844917,2.4460673332214355,3.1652669992263847
5,10.299894687760274,2.402214527130127,3.15984992769463
6,10.309122775741068,2.4329288005828857,3.1561244524167718
7,10.23662506932372,2.426175832748413,3.156386268620081
